,movimiento_id,buque_id,matricula,radar_id,muelle,tipo_carga,origen,fecha_ingreso,hora_ingreso,fecha_egreso,hora_egreso,tonelaje_declarado,velocidad_ingreso,velocidad_maxima_muelle,estado_despacho,duracion_hora,exceso_velocidad_real,exceso_velocidad
1171,MOV-01377,B-037,ZIMDELTA,R-07,MUELLED,HARINA,SAO PAULO,2023-10-20,1900-01-01 22:12:00,2023-10-21,1900-01-01 03:37:00,4074.92,19.5,12,RECHAZADO,0 days 05:25:00,7.5,6.899999999999999
1172,MOV-01379,B-016,ZIMNORTE,R-07,MUELLED,CONTENEDORES,VALPARAISO,2022-03-07,1900-01-01 01:47:00,2022-03-08,1900-01-01 17:36:00,6367.57,12.9,10,RECHAZADO,1 days 15:49:00,2.9000000000000004,2.4000000000000004
1175,MOV-01382,B-034,ONEPARANA,R-05,MUELLEE,GRANOS,SHANGHAI,2023-02-02,1900-01-01 18:02:00,2023-02-04,1900-01-01 11:31:00,4931.29,15.7,12,EN_REVISION,1 days 17:29:00,3.6999999999999993,3.099999999999998
1178,MOV-01386,B-030,HAPAGRIO,R-03,MUELLEF,CONTENEDORES,HAMBURG,2021-10-05,1900-01-01 08:06:00,2021-10-06,1900-01-01 00:40:00,6711.15,13.2,10,EN_REVISION,0 days 16:34:00,3.1999999999999993,2.6999999999999993
1180,MOV-01389,B-021,HAPAGRIO,,MUELLEC,MINERALES,SAO PAULO,2020-08-11,1900-01-01 13:25:00,2020-08-13,1900-01-01 06:36:00,1975.23,12.0,10,DESPACHADO,1 days 17:11:00,2.0,1.5
1187,MOV-01396,B-038,ONEPARANA,R-08,MUELLEF,MINERALES,SANTA FE,2020-02-21,1900-01-01 19:23:00,2020-02-22,1900-01-01 20:56:00,7205.0,14.1,12,RECHAZADO,1 days 01:33:00,2.0999999999999996,1.4999999999999982
1189,MOV-01398,B-010,YANGESTE,R-01,MUELLEA,CONTENEDORES,SHANGHAI,2020-12-05,1900-01-01 15:59:00,2020-12-07,1900-01-01 19:12:00,4228.3,16.4,12,DESPACHADO,2 days 03:13:00,4.399999999999999,3.799999999999997
1190,MOV-01399,B-022,COSCOTIGRE,R-02,MUELLEE,CONTENEDORES,BUENOS AIRES,2020-08-18,1900-01-01 00:51:00,2020-08-18,1900-01-01 00:00:00,,14.9,10,RECHAZADO,,4.9,4.4
1197,MOV-01407,B-010,PILSANTA,R-04,MUELLED,ACEITE,ROTTERDAM,2022-07-04,1900-01-01 08:58:00,2022-07-07,1900-01-01 00:00:00,,11.2,10,RECHAZADO,2 days 15:02:00,1.1999999999999993,0.6999999999999993
1199,MOV-01409,B-014,MAERSKLIMA,R-06,MUELLEE,CONTENEDORES,SAO PAULO,2020-08-29,1900-01-01 20:53:00,2020-08-30,1900-01-01 08:58:00,5505.5,11.9,10,RECHAZADO,0 days 12:05:00,1.9000000000000004,1.4000000000000004
1202,MOV-01412,B-005,ONEPLATA,R-07,MUELLEA,MINERALES,SHANGHAI,2023-06-04,1900-01-01 09:40:00,2023-06-07,1900-01-01 09:12:00,5301.28,13.6,12,RECHAZADO,2 days 23:32:00,1.5999999999999996,0.9999999999999982
1203,MOV-01414,B-007,ONEPARANA,R-06,MUELLEC,TRIGO,MONTEVIDEO,2023-06-02,1900-01-01 15:15:00,2023-06-03,1900-01-01 09:02:00,4802.47,12.1,10,PENDIENTE,0 days 17:47:00,2.0999999999999996,1.5999999999999996
1207,MOV-01422,B-038,COSCOSTAR,R-01,MUELLEC,TRIGO,VALPARAISO,2023-03-13,1900-01-01 15:21:00,2023-03-15,1900-01-01 07:43:00,6536.74,13.2,12,PENDIENTE,1 days 16:22:00,1.1999999999999993,0.5999999999999979
1208,MOV-01423,B-040,CMALITORAL,R-05,MUELLED,GRANOS,SAO PAULO,2020-05-27,1900-01-01 15:33:00,2020-05-28,1900-01-01 13:05:00,,13.5,10,DESPACHADO,0 days 21:32:00,3.5,3.0
1212,MOV-01429,B-038,HAPAGRIO,,MUELLED,MINERALES,SHANGHAI,2023-08-19,1900-01-01 05:42:00,2023-08-20,1900-01-01 00:00:00,4898.15,13.3,12,DESPACHADO,0 days 18:18:00,1.3000000000000007,0.6999999999999993
1213,MOV-01430,B-036,HAPAGSUR,,MUELLEA,TRIGO,ROTTERDAM,2020-06-30,1900-01-01 08:18:00,2020-07-01,1900-01-01 15:52:00,5195.76,15.4,12,EN_REVISION,1 days 07:34:00,3.4000000000000004,2.799999999999999
1214,MOV-01432,B-019,MAERSKLIMA,R-08,MUELLEA,CONTENEDORES,SANTA FE,2021-02-18,1900-01-01 00:00:00,2021-02-19,1900-01-01 03:52:00,5338.65,13.6,12,PENDIENTE,1 days 03:52:00,1.5999999999999996,0.9999999999999982
1216,MOV-01434,B-031,COSCOTIGRE,R-05,MUELLED,ACEITE,ROTTERDAM,2021-12-23,1900-01-01 01:47:00,2021-12-23,1900-01-01 08:55:00,4817.34,12.8,12,PENDIENTE,0 days 07:08:00,0.8000000000000007,0.1999999999999993
1221,MOV-01441,B-035,ONEPLATA,R-05,MUELLEB,TRIGO,SANTA FE,2022-11-04,1900-01-01 23:56:00,2022-11-05,1900-01-01 14:31:00,4468.47,16.3,12,DESPACHADO,0 days 14:35:00,4.300000000000001,3.6999999999999993
1223,MOV-01443,B-018,PILOESTE,R-02,MUELLEF,SOJA,ROTTERDAM,2024-01-25,1900-01-01 15:12:00,2024-01-27,1900-01-01 05:34:00,4080.88,12.1,10,EN_REVISION,1 days 14:22:00,2.0999999999999996,1.5999999999999996
1226,MOV-01447,B-011,EVERGLORY,R-04,MUELLED,MAIZ,VALPARAISO,2021-03-14,1900-01-01 14:34:00,2021-03-17,1900-01-01 09:00:00,4620.13,14.5,10,RECHAZADO,2 days 18:26:00,4.5,4.0
1229,MOV-01452,B-026,EVERGLORY,R-06,MUELLEC,MINERALES,SAO PAULO,2024-05-14,1900-01-01 00:47:00,2024-05-16,1900-01-01 22:41:00,6167.88,14.6,10,EN_REVISION,2 days 21:54:00,4.6,4.1
1230,MOV-01453,B-006,YANGMING,R-04,MUELLEB,CONTENEDORES,HAMBURG,2021-06-22,1900-01-01 00:00:00,2021-06-22,1900-01-01 05:03:00,2754.79,13.5,12,EN_REVISION,0 days 05:03:00,1.5,0.8999999999999986
1234,MOV-01458,B-003,YANGESTE,R-05,MUELLEE,GRANOS,VALPARAISO,2020-04-19,1900-01-01 14:08:00,2020-04-21,1900-01-01 03:04:00,4936.57,14.4,12,EN_REVISION,1 days 12:56:00,2.4000000000000004,1.799999999999999
1237,MOV-01462,B-038,HAPAGRIO,R-01,MUELLEC,TRIGO,ROTTERDAM,1900-01-01,1900-01-01 13:39:00,2022-12-12,1900-01-01 02:07:00,6676.63,12.7,12,EN_REVISION,,0.6999999999999993,0.09999999999999787
1242,MOV-01469,B-029,ZIMNORTE,R-04,MUELLEB,TRIGO,VALPARAISO,2020-06-11,1900-01-01 17:32:00,2020-06-14,1900-01-01 13:51:00,6419.97,13.7,12,PENDIENTE,2 days 20:19:00,1.6999999999999993,1.0999999999999979
1244,MOV-01473,B-016,MAERSKLIMA,R-04,MUELLEA,GRANOS,BUENOS AIRES,2020-12-31,1900-01-01 02:21:00,2021-01-01,1900-01-01 02:47:00,7107.14,14.9,10,RECHAZADO,1 days 00:26:00,4.9,4.4
1245,MOV-01474,B-009,ONEPARANA,R-03,MUELLEC,CONTENEDORES,VALPARAISO,2024-06-07,1900-01-01 12:03:00,2024-06-09,1900-01-01 20:55:00,4669.75,12.1,10,EN_REVISION,2 days 08:52:00,2.0999999999999996,1.5999999999999996
1246,MOV-01475,B-003,MAERSKLIMA,R-02,MUELLED,GRANOS,SHANGHAI,2022-05-27,1900-01-01 23:21:00,2022-05-30,1900-01-01 14:33:00,4770.51,16.2,15,RECHAZADO,2 days 15:12:00,1.1999999999999993,0.4499999999999993
1247,MOV-01476,B-040,YANGESTE,R-04,MUELLEF,MINERALES,VALPARAISO,2023-01-06,1900-01-01 00:18:00,2023-01-07,1900-01-01 08:26:00,4668.95,13.9,10,RECHAZADO,1 days 08:08:00,3.9000000000000004,3.4000000000000004
1248,MOV-01477,B-040,MAERSKPAMPAS,R-05,MUELLEF,SOJA,ROTTERDAM,2022-08-22,1900-01-01 04:52:00,2022-08-23,1900-01-01 00:00:00,3921.24,11.5,10,PENDIENTE,0 days 19:08:00,1.5,1.0
1253,MOV-01483,B-034,HAPAGSUR,R-08,MUELLEE,TRIGO,VALPARAISO,2020-07-11,1900-01-01 22:27:00,2020-07-14,1900-01-01 20:06:00,6585.96,17.1,12,RECHAZADO,2 days 21:39:00,5.100000000000001,4.5
1254,MOV-01484,B-022,MAERSKLIMA,R-07,MUELLEF,MAIZ,SANTA FE,2022-02-12,1900-01-01 04:28:00,2022-02-14,1900-01-01 07:03:00,4149.47,15.0,10,EN_REVISION,2 days 02:35:00,5.0,4.5
1256,MOV-01486,B-022,ONEPLATA,R-01,MUELLED,CONTENEDORES,ROTTERDAM,2021-04-07,1900-01-01 17:42:00,2021-04-09,1900-01-01 23:42:00,3585.2,11.2,10,EN_REVISION,2 days 06:00:00,1.1999999999999993,0.6999999999999993
1257,MOV-01487,B-001,ONEPARANA,R-06,MUELLEB,HARINA,BUENOS AIRES,2022-04-14,1900-01-01 03:51:00,2022-04-15,1900-01-01 16:29:00,2995.13,14.6,12,RECHAZADO,1 days 12:38:00,2.5999999999999996,1.9999999999999982
1261,MOV-01492,B-025,ONEPARANA,,MUELLEF,HARINA,SHANGHAI,2024-04-28,1900-01-01 23:14:00,2024-04-30,1900-01-01 10:46:00,4693.24,11.4,10,EN_REVISION,1 days 11:32:00,1.4000000000000004,0.9000000000000004
1262,MOV-01493,B-032,EVERGREEN02,R-04,MUELLEA,MAIZ,ROTTERDAM,2024-04-01,1900-01-01 01:50:00,2024-04-02,1900-01-01 12:00:00,4781.9,15.9,15,DESPACHADO,1 days 10:10:00,0.9000000000000004,0.15000000000000036
